Company,Year Founded,Total Raised,HQ Country,Last Financing Date,Last Financing Deal Type,Last Financing Size,Revenue
Cord,2020,13.34,United Kingdom,09-Dec-2020,Early Stage VC,11.28,
CreditEnable,2017,8.99,United Kingdom,18-Jan-2021,Early Stage VC,2,
CTech Group,2017,0.26,United Kingdom,18-Jun-2020,Early Stage VC,0.17,
Custodiex,2018,1,United Kingdom,03-Feb-2020,Early Stage VC,1,
Diode,2019,,United Kingdom,01-Jun-2021,Seed Round,,
E-Bate,2017,2.2,United Kingdom,13-0ct-2020,Early Stage VC,0.95,
Edurio,2014,0.91,United Kingdom,12-Feb-2020,Later Stage VC,0.47,
Elements Technology,2018,0.5,United Kingdom,06-Feb-2020,Early Stage VC,0.25,
eola,2017,2.36,United Kingdom,02-Apr-2021,Early Stage VC,1.97,
Expandly,2013,2.06,United Kingdom,22-Mar-2021,Buyout/LBO,,
¡6 Group,2013,10,United Kingdom,25-Feb-2020,Later Stage VC,10,
Limio,2017,0.65,United Kingdom,19-Feb-2020,Angel,0.33,
MediShout,2013,1.05,United Kingdom,16-NOV-2020,Seed Round,1,
Natterbox,2009,10.5,United Kingdom,,Secondary Tr...,,
Navenio,2015,20.46,United Kingdom,01-Sep-2020,Grant,0.44,
PassMate,2017,0.2,United Kingdom,01-Apr-2021,Early Stage VC,0.05,
Pitchbooking,2016,0.25,United Kingdom,27-Feb-2020,Accelerator/Incubator,,
Power Transition,2018,0.16,United Kingdom,11-Jun-2020,Equity Crowdfunding,0.27,
Precursive,2011,2.5,United Kingdom,31-Mar-2020,Later Stage VC,2.5,
Qatalog,2019,12.29,United Kingdom,13-0ct-2020,Early Stage VC,9.79,
R.Grid,2018,1.11,United Kingdom,27-Mar-2020,Early Stage VC,1.03,
riff (Communication Software),2020,1.25,United Kingdom,20-Aug-2020,Seed Round,1.25,
Ruffly,2020,0.3,United Kingdom,24-Dec-2020,Early Stage VC,0.3,
SalesTrip,2017,5.02,United Kingdom,14-Jan-2021,Seed Round,1.04,
Tangent 90,2009,0.28,United Kingdom,25-Sep-2020,Later Stage VC,0.06,
Thrive (Communication Software),2010,3.7,United Kingdom,13-Jan-2020,Angel,2.75,
ToucanTech,2013,1.22,United Kingdom,12-Jun-2020,Later Stage VC,1.22,
Zephr,2017,8.85,United Kingdom,03-Dec-2020,Early Stage VC,6.04,
Lineten,2009,13.28,United Kingdom,01-Apr-2020,Later Stage VC,9.5,
Tucson Technology,2019,0.82,United Kingdom,01-Mar-2021,Early Stage VC,,
Brand Nudge,2019,0.7,United Kingdom,29-Jun-2020,Early Stage VC,0.7,
Connectus Business Solutions,2011,0.25,United Kingdom,08-Dec-2020,Debt Convers...,0.08,1.01
Detected,2020,0.86,United Kingdom,13-NOV-2020,Seed Round,0.86,
EventsCase,2012,6.17,United Kingdom,05-NOV-2020,Later Stage VC,3.56,
Glisser,2014,10.36,United Kingdom,01-Mar-2021,Later Stage VC,6,
Good Monday,2018,5.03,United Kingdom,03-Jun-2020,Early Stage VC,,
Grabyo,2013,7.71,United Kingdom,24-Sep-2020,Early Stage VC,5.06,
Harbr Data,2017,39.69,United Kingdom,13-NOV-2020,Early Stage VC,29.54,
HeadBox,2015,12.16,United Kingdom,01-Apr-2020,Early Stage VC,2.95,
HotelFlex,2016,0.74,United Kingdom,04-Apr-2020,Seed Round,,
IAND,2015,1.68,United Kingdom,27-Mar-2020,Early Stage VC,0.81,
Magic League,2019,0.15,United Kingdom,02-Apr-2020,Early Stage VC,0.15,
Maze,2018,13.29,United Kingdom,10-Feb-2021,Early Stage VC,10.97,
native.,2015,1.76,United Kingdom,31-Jan-2020,Early Stage VC,1.29,
NorthRow,2010,11.29,United Kingdom,01-Jul-2020,Later Stage VC,2.9,
Oroson,2013,2.16,United Kingdom,04-May-2020,Early Stage VC,0.91,
Qwil Messenger,2017,2.4,United Kingdom,11-Sep-2020,Early Stage VC,0.5,
Scoro,2013,17.37,United Kingdom,09-Mar-2021,Later Stage VC,11.79,
Skrap,2017,2.32,United Kingdom,31-Mar-2021,Seed Round,1.2,
Spoonfed (Business/Productivity S...,2010,2.1,United Kingdom,29-Apr-2020,Later Stage VC,0.23,
Veeqo,2013,6.86,United Kingdom,01-Oct-2020,Later Stage VC,0.16,
YOURmeds,2009,0.75,United Kingdom,01-Jan-2020,Later Stage VC,0.65,
VRtuoso,2016,0.76,United Kingdom,28-Apr-2020,Seed Round,0.29,
Blue Skies Space,2014,0.84,United Kingdom,04-Apr-2020,Seed Round,0.2,
Orbex,2015,52.07,United Kingdom,24-Mar-2021,Later Stage VC,4.05,
Arraco Global Markets,2015,5.09,United Kingdom,14-Dec-2020,Later Stage VC,4.04,4
Dija,2020,14.54,United Kingdom,03-Dec-2020,Seed Round,14.54,
Selazar,2014,1,United Kingdom,29-Jan-2020,Later Stage VC,1,
8Power,2015,3.51,United Kingdom,03-Dec-2020,Later Stage VC,2,
Alloyed,2017,16.69,United Kingdom,01-Jun-2020,Seed Round,14.41,
Avion (Business/Productivity Softw...,2016,0.3,United Kingdom,17-NOV-2020,Seed Round,0.3,
Bamboo Systems,2015,12.75,United Kingdom,30-Sep-2020,Early Stage VC,5.4,
Bird Flight Films,2014,0.25,United Kingdom,22-Apr-2020,Grant,0.1,
Bodie Technologies,2015,8.86,United Kingdom,21-Dec-2020,Later Stage VC,,
Channel Fight,2016,0.47,United Kingdom,15-Jan-2020,Seed Round,0.22,
ChaoslQ,2017,3.7,United Kingdom,23-Jun-2020,Seed Round,2.7,
Codices,2018,0.63,United Kingdom,21-Jul-2020,Seed Round,0.63,
Cuckoo,2020,4.82,United Kingdom,25-Apr-2021,Seed Round,4.3,
Daycare SOS,2019,,United Kingdom,02-Mar-2020,Early Stage VC,,
Element (Communication Software),2017,14.04,United Kingdom,20-May-2020,Corporate,3.43,
Fast2Fibre,2014,3.13,United Kingdom,31-May-2020,Later Stage VC,1.63,
Flown,2020,1.2,United Kingdom,05-NOV-2020,Seed Round,1.2,
Flusso (Semiconductors),2016,5.51,United Kingdom,03-Jun-2020,Early Stage VC,4.63,
GrapeData,2018,1.31,United Kingdom,01-May-2020,Early Stage VC,1.31,
Halalbooking,2014,7.9,United Kingdom,19-Apr-2021,Later Stage VC,3.63,
Kiki Social,2017,,United Kingdom,17-Mar-2020,Seed Round,,
Lifted,2018,3.14,United Kingdom,16-Mar-2020,Seed Round,1.6,
Membr,2010,5.98,United Kingdom,13-0ct-2020,Seed Round,1.65,
Moonbug,2018,208.89,United Kingdom,30-Jul-2020,Early Stage VC,95.04,
Much Better Adventures,2009,1.9,United Kingdom,28-Aug-2020,Equity Crowdfunding,1.66,
NextUp (Entertainment Software),2016,1.5,United Kingdom,30-Dec-2020,Early Stage VC,0.3,
Optoscribe,2010,8.04,United Kingdom,12-Mar-2020,Later Stage VC,2.2,
Organise,2017,0.59,United Kingdom,07-JUI-2020,Seed Round,0.57,
Quell (Recreational Goods),2020,2.32,United Kingdom,01 -Oct-2020,Seed Round,2.32,
Reposit,2015,1.8,United Kingdom,24-Apr-2020,Early Stage VC,0.8,
ROLI,2009,119.35,United Kingdom,15-Jul-2020,Debt - General,2.02,
ScreenHitsTV,2012,4.2,United Kingdom,31-JUI-2020,Later Stage VC,1.6,
SpiderDAO,2019,,United Kingdom,22-Dec-2020,Early Stage VC,,
Stasher,2015,4.72,United Kingdom,21-Jan-2020,Later Stage VC,2,
SuperCarers,2014,4.43,United Kingdom,05-Jun-2020,Merger/Acqui...,,
Surge Fitness,2015,2.41,United Kingdom,01-Jun-2020,Early Stage VC,0.95,
The Ink Factory,2010,7.64,United Kingdom,01-Feb-2020,Corporate,,
The Narrative (Social Content),2015,1.25,United Kingdom,31-Mar-2020,Seed Round,0.15,
TravelLocal,2012,10.32,United Kingdom,07-Feb-2020,Later Stage VC,1.49,
W2,2011,7.94,United Kingdom,01-Apr-2020,Later Stage VC,1.15,
Doppel,2014,2.72,United Kingdom,31-Aug-2020,Seed Round,,
Eave,2015,7.71,United Kingdom,27-Oct-2020,Later Stage VC,5.96,
Fiit,2017,9.61,United Kingdom,21-Oct-2020,Early Stage VC,,
Maze Theory,2018,2.33,United Kingdom,03-Apr-2020,Seed Round,1.1,
PD Neurotechnology,2015,3.96,United Kingdom,31-Mar-2020,Early Stage VC,1.33,0
PlayerData,2017,3.05,United Kingdom,01-Jan-2021,Early Stage VC,2.3,
3EN Group,2011,1.2,United Kingdom,20-Feb-2020,Later Stage VC,1.2,
Aalbun,2014,,United Kingdom,01-Feb-2020,Seed Round,,
ACAI Outdoorwear,2016,0.46,United Kingdom,01-Jan-2020,Debt - General,0.1,
Acin,2013,10.89,United Kingdom,12-Aug-2020,Later Stage VC,9.26,
AerosolShield,2019,,United Kingdom,,Product Crow...,0.04,
Aglet,2019,5.26,United Kingdom,08-Dec-2020,Seed Round,3.38,
AlphaSwap,2017,1.39,United Kingdom,15-Jun-2020,Early Stage VC,0.81,
Anthémis Group,2010,,United Kingdom,23-Mar-2020,Secondary Tr...,,
Artorius,2014,16.76,United Kingdom,30-Apr-2021,Later Stage VC,,
Auddy (Media and Information Serv...,2018,1.74,United Kingdom,30-Mar-2021,Seed Round,0.36,
Audoo,2018,6.78,United Kingdom,13-May-2021,Early Stage VC,5.2,
Axiom.ai,2018,0.26,United Kingdom,03-Mar-2021,Accelerator/Incubator,0.09,
Axis Spine Technologies,2016,5.1,United Kingdom,27-Jan-2021,Early Stage VC,2.18,
Beckley Psytech,2018,17.2,United Kingdom,18-Dec-2020,Early Stage VC,14.2,0
Bella & Duke,2016,12.07,United Kingdom,27-May-2021,Early Stage VC,7,
Betterspace (Wellbeing Platform),2018,1.84,United Kingdom,01-Apr-2021,Seed Round,1.08,0.12
Bionema,2012,2.75,United Kingdom,30-Jun-2020,Grant,1.1,
BIOS,2015,3.68,United Kingdom,01-Mar-2020,Grant,0.97,
Bizimply,2011,1.63,United Kingdom,16-Dec-2020,Later Stage VC,,
Blink (Communication Software),2013,13.85,United Kingdom,20-May-2020,Later Stage VC,8.2,
Bluezone Insurance,2018,0.3,United Kingdom,11-Mar-2020,Early Stage VC,0.3,
Borderlink,2017,12.74,United Kingdom,14-Apr-2021,Early Stage VC,10.5,
Breakroom,2018,1.82,United Kingdom,14-Feb-2020,Early Stage VC,1.5,
BrightCure,2019,,United Kingdom,,Seed Round,0.53,
Buildiro,2017,,United Kingdom,13-0ct-2020,Seed Round,,
Cado Security,2020,8.32,United Kingdom,15-Apr-2021,Early Stage VC,7.17,
Camden Productions,2020,0.29,United Kingdom,31-Mar-2020,Early Stage VC,0.29,
Ceryx Medical,2015,2.55,United Kingdom,22-Sep-2020,Seed Round,0.57,
CGHero,2016,1.16,United Kingdom,09-Apr-2020,Seed Round,0.92,
Checkstep,2020,1.7,United Kingdom,24-Oct-2020,Early Stage VC,1.7,
Cipher Surgical,2010,13.28,United Kingdom,06-Apr-2021,Later Stage VC,2.6,
Claimer,2018,0.66,United Kingdom,01-Jan-2020,Seed Round,0.3,
Cortirio,2017,1.22,United Kingdom,28-Sep-2020,Seed Round,0.56,
Cosmos,2020,1.95,United Kingdom,11-Dec-2020,Seed Round,1.95,
CUBICO,2012,,United Kingdom,02-Dec-2020,Later Stage VC,,
Cursor Insight,2013,0.54,United Kingdom,19-Feb-2021,Later Stage VC,0.44,
Cyberselves,2020,0.13,United Kingdom,01-Nov-2020,Seed Round,0.13,
D-RisQ Software System,2012,0.36,United Kingdom,27-Oct-2020,Seed Round,0.36,
Daisie,2017,4.25,United Kingdom,16-NOV-2020,Seed Round,1.91,
Devon Garden Foods,2018,,United Kingdom,05-NOV-2020,Early Stage VC,,
DIOSVax,2017,1.33,United Kingdom,31-Jan-2020,Early Stage VC,0.85,
Easol (Business/Productivity Softwa...,2014,6.96,United Kingdom,24-Feb-2021,Seed Round,3.26,
Edbridg,2019,0.97,United Kingdom,25-May-2020,Early Stage VC,0.97,
Everna,2016,,United Kingdom,01-Jan-2020,Seed Round,,
Exploration & Testing Associates,2019,1.15,United Kingdom,30-Jul-2020,Early Stage VC,1.15,
Expression Insurance,2017,0.6,United Kingdom,09-0ct-2020,Seed Round,0.6,
FantasticStay,2017,1.42,United Kingdom,11-Feb-2021,Early Stage VC,1.15,
Fcase,2018,,United Kingdom,30-Dec-2020,Early Stage VC,,
Fertifa,2019,1.04,United Kingdom,30-0ct-2020,Seed Round,1.04,
Fifty (Media and Information Servic...,2015,5.57,United Kingdom,30-Mar-2021,Early Stage VC,1.67,
Four Quarters (Restaurants and Ba...,2014,,United Kingdom,08-May-2020,Later Stage VC,,
Fourth State Medicine,2012,1.69,United Kingdom,22-Jun-2020,Later Stage VC,0.28,
FYLD,2020,5.75,United Kingdom,06-Jan-2020,Early Stage VC,5.75,
Gaia (Life and Health Insurance),2019,2.22,United Kingdom,01-Oct-2020,Early Stage VC,2.22,
Gallinee,2015,2.02,United Kingdom,16-NOV-2020,Early Stage VC,0.5,
GetSetGo!,2018,1.84,United Kingdom,20-Mar-2020,Seed Round,1.84,
Glaize,2020,0.47,United Kingdom,26-Feb-2021,Early Stage VC,0.35,
Golfscape,2013,2.14,United Kingdom,18-Dec-2020,Equity Crowdfunding,0.15,
Great British Prawns,2015,4.35,United Kingdom,01-Apr-2020,Later Stage VC,0.95,
Guardum,2016,0.76,United Kingdom,03-Feb-2020,Early Stage VC,0.76,
Help Me Stop,2018,1.83,United Kingdom,10-Sep-2020,Seed Round,1.25,0.78
HeySummit,2018,0.83,United Kingdom,21-Oct-2020,Seed Round,0.83,
Hicomply,2020,0.6,United Kingdom,25-Aug-2020,Early Stage VC,0.6,
Hindsight (Accessories),2016,,United Kingdom,01-Aug-2020,Early Stage VC,,
Holiferm,2018,1.25,United Kingdom,09-NOV-2020,Grant,0.4,
Hollabox,2014,0.37,United Kingdom,27-Apr-2020,Later Stage VC,0.28,
Home Team Content,2020,1.5,United Kingdom,01-Aug-2020,Seed Round,1.5,
Homes For Good,2013,7.85,United Kingdom,02-0ct-2020,Later Stage VC,3,
Hopin,2019,517.6,United Kingdom,04-Mar-2021,Later Stage VC,307.52,
Hoptroff,2015,3.51,United Kingdom,11-May-2021,Later Stage VC,0.84,
Humanity.,2017,2,United Kingdom,24-Mar-2020,Seed Round,2,
Hyris (Other Devices and Supplies),2014,3.05,United Kingdom,09-Jun-2020,Later Stage VC,2.58,
Ichthion,2017,7.69,United Kingdom,11-Nov-2020,Early Stage VC,7.22,
India,2012,0.65,United Kingdom,31-Mar-2020,Early Stage VC,0.65,
Inflow,2020,0.6,United Kingdom,20-Sep-2020,Early Stage VC,0.6,
Integrated Graphene,2016,3.1,United Kingdom,06-NOV-2020,Early Stage VC,3.1,
Iventis,2015,0.65,United Kingdom,15-0ct-2020,Seed Round,0.4,
Jungle Creations,2014,3.41,United Kingdom,17-Apr-2020,Debt - General,0.41,
Juno (Business/Productivity Softw...,2019,0.65,United Kingdom,22-Jan-2020,Early Stage VC,0.65,
Karma Kitchen,2017,252.33,United Kingdom,13-Jul-2020,Early Stage VC,252,
KatKin,2019,5.3,United Kingdom,28-Oct-2020,Seed Round,4.5,
Kief,2020,3.5,United Kingdom,20-Sep-2020,Early Stage VC,3.5,
Kubos Semiconductors,2017,0.82,United Kingdom,25-NOV-2020,Early Stage VC,0.76,
Library of Things,2014,0.54,United Kingdom,16-NOV-2020,Early Stage VC,0.54,
Lick (Home Furnishings),2019,3.85,United Kingdom,05-May-2021,Early Stage VC,,
Littledoor,2019,0.69,United Kingdom,17-Mar-2020,Accelerator/Incubator,,
Loyalize (UK),2019,0.3,United Kingdom,13-Apr-2021,Seed Round,0.29,
Lumenisity,2016,28.83,United Kingdom,30-Sep-2020,Early Stage VC,7.5,
Lupe Technology,2014,1.3,United Kingdom,28-May-2021,Early Stage VC,0.47,
Lyre's Spirit Co,2019,9,United Kingdom,,Early Stage VC,,
Magdrive,2019,1.3,United Kingdom,17-Dec-2020,Seed Round,1.3,
Maikai Group Limited,2020,0.75,United Kingdom,01-Dec-2020,Early Stage VC,0.75,
Manifestations,2017,,United Kingdom,04-Apr-2020,Seed Round,,
MedAII,2017,0.13,United Kingdom,11-Jun-2020,Early Stage VC,0.13,
Michelin Scotland Innovation Parc,2019,,United Kingdom,16-Jun-2020,Grant,3.1,
N Family Club,2016,2.66,United Kingdom,08-May-2020,Early Stage VC,,
NAAMA Studios,2015,,United Kingdom,01-Jul-2020,Later Stage VC,,
Neatebox,2011,0.51,United Kingdom,30-Apr-2020,Accelerator/Incubator,,
Net Purpose,2018,2.76,United Kingdom,10-Dec-2020,Early Stage VC,2.76,
Neurofenix,2016,2.23,United Kingdom,15-Feb-2020,Early Stage VC,1.5,
Neurogeneus,2019,12,United Kingdom,16-Sep-2020,Seed Round,12,
Not In The Guidebooks,2017,0.45,United Kingdom,31-Mar-2020,Later Stage VC,0.12,
Nu Quantum,2018,7.47,United Kingdom,16-Sep-2020,Early Stage VC,2.1,
Occuity,2019,1.28,United Kingdom,30-Apr-2021,Early Stage VC,1.28,0
Oddbox,2015,3,United Kingdom,02-Mar-2020,Early Stage VC,3,
Odds Bods,2017,1.93,United Kingdom,28-Apr-2020,Early Stage VC,0.4,
Odondo,2018,0.87,United Kingdom,31-Mar-2021,Seed Round,0.27,
Okko Health,2018,2.45,United Kingdom,19-Mar-2021,Seed Round,0.87,
Opsydia,2017,2.9,United Kingdom,21-Dec-2020,Early Stage VC,1,
OrthoSon,2016,2.78,United Kingdom,29-JUI-2020,Grant,1.45,
Oto Health,2019,0.95,United Kingdom,04-NOV-2020,Angel,0.07,
OXWASH,2017,2.33,United Kingdom,23-NOV-2020,Seed Round,1.82,
Panthera Biopartners,2018,0.95,United Kingdom,25-Sep-2020,Early Stage VC,0.69,
PBD Biotech,2014,3.54,United Kingdom,26-Mar-2021,Later Stage VC,2.3,
Pelorus,2017,0.4,United Kingdom,01-Apr-2020,Early Stage VC,0.25,
Perfect World Ice Cream,2012,0.94,United Kingdom,04-May-2020,Equity Crowdfunding,0.12,
Perfocal,2015,0.7,United Kingdom,17-Jan-2020,Early Stage VC,0.14,
Pickr,2016,4.54,United Kingdom,28-Aug-2020,Seed Round,2.48,
Plastometrex,2018,1.29,United Kingdom,13-Jul-2020,Seed Round,1.29,
Plexus Innovation,2017,0.4,United Kingdom,11-Nov-2020,Early Stage VC,0.4,
Process Vision,2016,2.95,United Kingdom,18-Dec-2020,Angel,0.55,
Product Guru,2018,0.42,United Kingdom,12-NOV-2020,Early Stage VC,0.23,
Psyde London,2012,11.28,United Kingdom,07-Jan-2020,Later Stage VC,7.45,
Purple Dot,2019,2.68,United Kingdom,06-NOV-2020,Seed Round,1.35,
Quantum Motion Technologies,2017,9.74,United Kingdom,12-May-2020,Early Stage VC,7.99,
QuickBlock,2016,0.79,United Kingdom,30-Apr-2021,Seed Round,0.26,
RacketPal,2019,0.71,United Kingdom,31-Mar-2021,Early Stage VC,0.53,
Reedsy,2014,0.32,United Kingdom,01-Jan-2020,Later Stage VC,,
Rewire Music Group,2019,,United Kingdom,02-Dec-2020,Early Stage VC,,
Rheon Labs,2017,12.96,United Kingdom,11-Dec-2020,Early Stage VC,4.13,
Rooser,2019,2.27,United Kingdom,17-Sep-2020,Early Stage VC,1.6,
SaaS Holdings,2019,0.91,United Kingdom,30-Jul-2020,Early Stage VC,0.16,
SalesWorks,2018,,United Kingdom,21-May-2020,Buyout/LBO,,
Scientisti,2019,0.01,United Kingdom,09-Apr-2020,Early Stage VC,,
Sealit,2020,0.56,United Kingdom,,Early Stage VC,,
Seatfrog,2014,9.44,United Kingdom,15-0ct-2020,Later Stage VC,1.94,
SecureFlag,2019,0.75,United Kingdom,01-Mar-2020,Early Stage VC,0.75,
Selina,2014,207.35,United Kingdom,09-Dec-2020,Mezzanine,37.59,
Selina Finance,2018,42.5,United Kingdom,23-Jul-2020,Early Stage VC,42,
Settld,2020,0.5,United Kingdom,02-Jun-2021,Seed Round,0.5,
Seven Seas Films,2016,0.58,United Kingdom,08-0ct-2020,Early Stage VC,0.22,
Sifted,2017,1.64,United Kingdom,01-Jan-2020,Early Stage VC,,
Silico,2019,1.06,United Kingdom,27-NOV-2020,Early Stage VC,1.06,
SILVERbac,2017,2.92,United Kingdom,11-Feb-2020,Early Stage VC,2.04,
Skinny Tonic,2014,0.88,United Kingdom,18-NOV-2020,Equity Crowdfunding,2.44,
Skylight IPV,2016,2.25,United Kingdom,07-Jan-2020,Early Stage VC,2.25,
Slick (Business/Productivity Softw...,2017,4.12,United Kingdom,06-Mar-2021,Angel,1.2,0.6
Social Value Portal,2014,3.47,United Kingdom,15-Jul-2020,Later Stage VC,3,
Solidatus,2011,14,United Kingdom,11-Feb-2021,Early Stage VC,14,
Soundbops,2015,0.4,United Kingdom,10-Mar-2020,Early Stage VC,0.15,
Sourced Market,2009,3.33,United Kingdom,10-Mar-2020,Later Stage VC,2.5,
Sovereign Grooming,2016,,United Kingdom,18-Dec-2020,Early Stage VC,,
SPI Capital,2020,12.5,United Kingdom,14-Dec-2020,Seed Round,12.5,
Spotless Water,2016,1.6,United Kingdom,27-May-2020,Seed Round,1.38,
Strategic Blue,2010,5.94,United Kingdom,20-Feb-2020,Later Stage VC,1.28,
Subly,2018,1.06,United Kingdom,27-May-2021,Seed Round,0.78,
Sugar (Financial Software),2019,1.84,United Kingdom,02-NOV-2020,Seed Round,1.5,
Superthread,2020,,United Kingdom,01-Aug-2020,Seed Round,,
Talis Care,2018,,United Kingdom,28-Feb-2020,Early Stage VC,,
Tandem (Shared Transportation S...,2019,,United Kingdom,18-Jun-2020,Early Stage VC,,
Teller,2018,3.06,United Kingdom,27-Jan-2020,Seed Round,3.06,
Ten80 Group,2019,0.53,United Kingdom,13-Mar-2020,Early Stage VC,0.53,
The Clydeside Distillery,2015,4.92,United Kingdom,29-Oct-2020,Early Stage VC,2.92,
The Restory,2015,2.05,United Kingdom,06-Jul-2020,Later Stage VC,1.36,
The Shellworks,2019,0.56,United Kingdom,31-Jul-2020,Early Stage VC,0.56,
The Wine List,2019,0.77,United Kingdom,15-Apr-2021,Early Stage VC,0.56,
Think Better Group,2020,,United Kingdom,01-Jan-2021,Early Stage VC,,
Time For You Care,2016,1.36,United Kingdom,17-May-2021,Later Stage VC,0.55,1
TOffeeAM,2019,1,United Kingdom,15-Jul-2020,Seed Round,1,
Tonus Tech,2020,,United Kingdom,,Early Stage VC,,
Tortoise,2017,9.37,United Kingdom,14-May-2020,Early Stage VC,3.52,
True Royalty TV,2017,27,United Kingdom,13-May-2021,Later Stage VC,20,0.83
Twyn,2017,,United Kingdom,01-Jan-2020,Early Stage VC,,
uMed,2017,4.38,United Kingdom,30-NOV-2020,Seed Round,3.72,
UnderTheDoormat,2014,1.1,United Kingdom,30-Jun-2020,Equity Crowdfunding,0.34,
Universal Quantum,2018,3.58,United Kingdom,14-Jun-2020,Seed Round,3.58,
Unmade,2014,10.22,United Kingdom,24-Feb-2020,Later Stage VC,0.5,
Upside,2018,3.25,United Kingdom,04-Mar-2021,Early Stage VC,0.9,
Utility Stream,2018,0.15,United Kingdom,10-Sep-2020,Early Stage VC,0.15,
Vevolution,2016,0.13,United Kingdom,02-JUI-2020,Buyout/LBO,,
Vidya Health,2017,3.48,United Kingdom,01-Sep-2020,Early Stage VC,,
ViperClip,2015,0.35,United Kingdom,07-Sep-2020,Later Stage VC,0.35,
Wazoku,2011,7.66,United Kingdom,IO-Jul-2020,Later Stage VC,1.26,
Westfort Advisors,2020,,United Kingdom,15-Jan-2020,Early Stage VC,,
Wildanet,2017,52.43,United Kingdom,22-Dec-2020,Seed Round,50.63,
Wildstone,2010,1.1,United Kingdom,04-Jun-2020,Later Stage VC,,
Workscope,2017,0.11,United Kingdom,04-Mar-2020,Accelerator/Incubator,,
Y tree,2016,15.99,United Kingdom,03-Aug-2020,Early Stage VC,10.71,
Zeetta Networks,2015,4.43,United Kingdom,01-Jan-2020,Accelerator/Incubator,2.8,
Zentraxa,2017,1.29,United Kingdom,04-Feb-2021,Early Stage VC,0.46,
Zing Dev,2018,,United Kingdom,04-Jun-2020,Early Stage VC,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
